Time,Recommendations
16:00:00,"[['channel_18'], ['channel_2'], ['channel_4'], ['channel_3'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_11'], ['channel_7'], ['channel_8']]"
16:30:00,"[['channel_2'], ['channel_18'], ['channel_4'], ['channel_3'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_11'], ['channel_7'], ['channel_19']]"
17:00:00,"[['channel_2'], ['channel_18'], ['channel_4'], ['channel_3'], ['channel_14'], ['channel_6'], ['channel_8'], ['channel_5'], ['channel_11'], ['channel_19']]"
17:30:00,"[['channel_2'], ['channel_18'], ['channel_4'], ['channel_3'], ['channel_14'], ['channel_6'], ['channel_11'], ['channel_5'], ['channel_8'], ['channel_7']]"
18:00:00,"[['channel_2'], ['channel_18'], ['channel_4'], ['channel_3'], ['channel_14'], ['channel_6'], ['channel_11'], ['channel_5'], ['channel_7'], ['channel_8']]"
18:30:00,"[['channel_2'], ['channel_4'], ['channel_3'], ['channel_18'], ['channel_14'], ['channel_6'], ['channel_11'], ['channel_5'], ['channel_13'], ['channel_7']]"
19:00:00,"[['channel_2'], ['channel_3'], ['channel_4'], ['channel_18'], ['channel_14'], ['channel_11'], ['channel_6'], ['channel_13'], ['channel_5'], ['channel_7']]"
19:30:00,"[['channel_2'], ['channel_3'], ['channel_4'], ['channel_18'], ['channel_14'], ['channel_11'], ['channel_6'], ['channel_13'], ['channel_5'], ['channel_8']]"
20:00:00,"[['channel_2'], ['channel_3'], ['channel_18'], ['channel_4'], ['channel_14'], ['channel_11'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_8']]"
20:30:00,"[['channel_2'], ['channel_3'], ['channel_18'], ['channel_4'], ['channel_14'], ['channel_11'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_8']]"
21:00:00,"[['channel_2'], ['channel_3'], ['channel_18'], ['channel_4'], ['channel_14'], ['channel_6'], ['channel_11'], ['channel_5'], ['channel_7'], ['channel_8']]"
21:30:00,"[['channel_2'], ['channel_3'], ['channel_18'], ['channel_4'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_11'], ['channel_7'], ['channel_8']]"
22:00:00,"[['channel_18'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_4'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_11'], ['channel_13']]"
22:30:00,"[['channel_18'], ['channel_2'], ['channel_14'], ['channel_3'], ['channel_4'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_11']]"
23:00:00,"[['channel_18'], ['channel_14'], ['channel_2'], ['channel_3'], ['channel_4'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_13']]"
23:30:00,"[['channel_18'], ['channel_14'], ['channel_2'], ['channel_6'], ['channel_4'], ['channel_3'], ['channel_5'], ['channel_7']]"
