Time,Recommendations
10:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_15']]"
11:00:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_15'], ['channel_12']]"
11:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_15'], ['channel_12']]"
12:00:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_15'], ['channel_12']]"
12:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_15'], ['channel_12']]"
13:00:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
13:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
14:00:00,"[['channel_8'], ['channel_11'], ['channel_3'], ['channel_4'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
14:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
15:00:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_10']]"
15:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_10']]"
16:00:00,"[['channel_8'], ['channel_11'], ['channel_3'], ['channel_4'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_10'], ['channel_9'], ['channel_19']]"
16:30:00,"[['channel_8'], ['channel_11'], ['channel_2'], ['channel_3'], ['channel_4'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_19'], ['channel_18'], ['channel_9'], ['channel_10'], ['channel_15']]"
17:00:00,"[['channel_8'], ['channel_11'], ['channel_2'], ['channel_3'], ['channel_4'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_19'], ['channel_7'], ['channel_9'], ['channel_18'], ['channel_15']]"
17:30:00,"[['channel_8'], ['channel_11'], ['channel_3'], ['channel_2'], ['channel_4'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_19'], ['channel_18'], ['channel_15'], ['channel_16'], ['channel_13']]"
18:00:00,"[['channel_8'], ['channel_11'], ['channel_2'], ['channel_3'], ['channel_4'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_19'], ['channel_15'], ['channel_13'], ['channel_16']]"
18:30:00,"[['channel_8'], ['channel_2'], ['channel_11'], ['channel_3'], ['channel_4'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_13'], ['channel_7'], ['channel_18']]"
19:00:00,"[['channel_8'], ['channel_2'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_6'], ['channel_13'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
19:30:00,"[['channel_8'], ['channel_2'], ['channel_4'], ['channel_3'], ['channel_11'], ['channel_14'], ['channel_6'], ['channel_13'], ['channel_5'], ['channel_7'], ['channel_18']]"
20:00:00,"[['channel_8'], ['channel_2'], ['channel_4'], ['channel_3'], ['channel_11'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_13']]"
20:30:00,"[['channel_8'], ['channel_2'], ['channel_4'], ['channel_3'], ['channel_11'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_13']]"
21:00:00,"[['channel_8'], ['channel_2'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_13']]"
21:30:00,"[['channel_8'], ['channel_11'], ['channel_2'], ['channel_4'], ['channel_3'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_13']]"
22:00:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18'], ['channel_13']]"
22:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
23:00:00,"[['channel_8'], ['channel_4'], ['channel_11'], ['channel_3'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
23:30:00,"[['channel_8'], ['channel_3'], ['channel_4'], ['channel_11'], ['channel_14'], ['channel_2'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
