,support,itemsets
90,0.012602853869388605,frozenset({'07:00:00 channel_18'})
91,0.02093531923757942,frozenset({'07:00:00 channel_4'})
92,0.02093531923757942,frozenset({'07:00:00 channel_5'})
93,0.02093531923757942,frozenset({'07:00:00 channel_6'})
94,0.01551921674825539,frozenset({'07:00:00 channel_8'})
95,0.015415060931153005,frozenset({'07:00:00 channel_9'})
96,0.015623372565357774,frozenset({'07:30:00 channel_10'})
97,0.012602853869388605,frozenset({'07:30:00 channel_12'})
98,0.012602853869388605,frozenset({'07:30:00 channel_14'})
99,0.012602853869388605,frozenset({'07:30:00 channel_17'})
100,0.012602853869388605,frozenset({'07:30:00 channel_18'})
101,0.02093531923757942,frozenset({'07:30:00 channel_4'})
102,0.02093531923757942,frozenset({'07:30:00 channel_5'})
103,0.02093531923757942,frozenset({'07:30:00 channel_6'})
104,0.015623372565357774,frozenset({'07:30:00 channel_8'})
105,0.015623372565357774,frozenset({'07:30:00 channel_9'})
106,0.015623372565357774,frozenset({'08:00:00 channel_10'})
107,0.012602853869388605,frozenset({'08:00:00 channel_12'})
108,0.012602853869388605,frozenset({'08:00:00 channel_14'})
109,0.012602853869388605,frozenset({'08:00:00 channel_17'})
110,0.012602853869388605,frozenset({'08:00:00 channel_18'})
111,0.02093531923757942,frozenset({'08:00:00 channel_4'})
112,0.02093531923757942,frozenset({'08:00:00 channel_5'})
113,0.02093531923757942,frozenset({'08:00:00 channel_6'})
114,0.015623372565357774,frozenset({'08:00:00 channel_8'})
115,0.015623372565357774,frozenset({'08:00:00 channel_9'})
116,0.015623372565357774,frozenset({'08:30:00 channel_10'})
117,0.012602853869388605,frozenset({'08:30:00 channel_12'})
118,0.012602853869388605,frozenset({'08:30:00 channel_14'})
119,0.012602853869388605,frozenset({'08:30:00 channel_17'})
120,0.012602853869388605,frozenset({'08:30:00 channel_18'})
121,0.02093531923757942,frozenset({'08:30:00 channel_4'})
122,0.02093531923757942,frozenset({'08:30:00 channel_5'})
123,0.02093531923757942,frozenset({'08:30:00 channel_6'})
124,0.015623372565357774,frozenset({'08:30:00 channel_8'})
125,0.015623372565357774,frozenset({'08:30:00 channel_9'})
126,0.01551921674825539,frozenset({'09:00:00 channel_10'})
127,0.020831163420477035,frozenset({'09:00:00 channel_4'})
128,0.020831163420477035,frozenset({'09:00:00 channel_5'})
129,0.020831163420477035,frozenset({'09:00:00 channel_6'})
130,0.01551921674825539,frozenset({'09:00:00 channel_8'})
131,0.01551921674825539,frozenset({'09:00:00 channel_9'})
132,0.01551921674825539,frozenset({'09:30:00 channel_10'})
133,0.020831163420477035,frozenset({'09:30:00 channel_4'})
134,0.020831163420477035,frozenset({'09:30:00 channel_5'})
135,0.020831163420477035,frozenset({'09:30:00 channel_6'})
136,0.01551921674825539,frozenset({'09:30:00 channel_8'})
137,0.015415060931153005,frozenset({'09:30:00 channel_9'})
138,0.01551921674825539,frozenset({'10:00:00 channel_10'})
139,0.013019477137798146,frozenset({'10:00:00 channel_2'})
140,0.020831163420477035,frozenset({'10:00:00 channel_4'})
141,0.020831163420477035,frozenset({'10:00:00 channel_5'})
142,0.020831163420477035,frozenset({'10:00:00 channel_6'})
143,0.01551921674825539,frozenset({'10:00:00 channel_8'})
144,0.015415060931153005,frozenset({'10:00:00 channel_9'})
145,0.01551921674825539,frozenset({'10:30:00 channel_10'})
146,0.014061035308821997,frozenset({'10:30:00 channel_2'})
147,0.020831163420477035,frozenset({'10:30:00 channel_4'})
148,0.020831163420477035,frozenset({'10:30:00 channel_5'})
149,0.020831163420477035,frozenset({'10:30:00 channel_6'})
150,0.01551921674825539,frozenset({'10:30:00 channel_8'})
151,0.01551921674825539,frozenset({'10:30:00 channel_9'})
152,0.01551921674825539,frozenset({'11:00:00 channel_10'})
153,0.014165191125924383,frozenset({'11:00:00 channel_2'})
154,0.020727007603374648,frozenset({'11:00:00 channel_4'})
155,0.020727007603374648,frozenset({'11:00:00 channel_5'})
156,0.020727007603374648,frozenset({'11:00:00 channel_6'})
157,0.01551921674825539,frozenset({'11:00:00 channel_8'})
158,0.01551921674825539,frozenset({'11:00:00 channel_9'})
159,0.015415060931153005,frozenset({'11:30:00 channel_10'})
160,0.013956879491719613,frozenset({'11:30:00 channel_2'})
161,0.020622851786272264,frozenset({'11:30:00 channel_4'})
162,0.020622851786272264,frozenset({'11:30:00 channel_5'})
163,0.020622851786272264,frozenset({'11:30:00 channel_6'})
164,0.015415060931153005,frozenset({'11:30:00 channel_8'})
165,0.01531090511405062,frozenset({'11:30:00 channel_9'})
166,0.015415060931153005,frozenset({'12:00:00 channel_10'})
167,0.013852723674617227,frozenset({'12:00:00 channel_2'})
168,0.020622851786272264,frozenset({'12:00:00 channel_4'})
169,0.020622851786272264,frozenset({'12:00:00 channel_5'})
170,0.020622851786272264,frozenset({'12:00:00 channel_6'})
171,0.015415060931153005,frozenset({'12:00:00 channel_8'})
172,0.015415060931153005,frozenset({'12:00:00 channel_9'})
173,0.01531090511405062,frozenset({'12:30:00 channel_10'})
174,0.014269346943026768,frozenset({'12:30:00 channel_2'})
175,0.02051869596916988,frozenset({'12:30:00 channel_4'})
176,0.02051869596916988,frozenset({'12:30:00 channel_5'})
177,0.02051869596916988,frozenset({'12:30:00 channel_6'})
178,0.015415060931153005,frozenset({'12:30:00 channel_8'})
179,0.015415060931153005,frozenset({'12:30:00 channel_9'})
180,0.01531090511405062,frozenset({'13:00:00 channel_10'})
181,0.014373502760129154,frozenset({'13:00:00 channel_2'})
182,0.020622851786272264,frozenset({'13:00:00 channel_4'})
183,0.020622851786272264,frozenset({'13:00:00 channel_5'})
184,0.020622851786272264,frozenset({'13:00:00 channel_6'})
185,0.015415060931153005,frozenset({'13:00:00 channel_8'})
186,0.015415060931153005,frozenset({'13:00:00 channel_9'})
187,0.015415060931153005,frozenset({'13:30:00 channel_10'})
188,0.014373502760129154,frozenset({'13:30:00 channel_2'})
189,0.020727007603374648,frozenset({'13:30:00 channel_4'})
190,0.020727007603374648,frozenset({'13:30:00 channel_5'})
191,0.020727007603374648,frozenset({'13:30:00 channel_6'})
192,0.01551921674825539,frozenset({'13:30:00 channel_8'})
193,0.01551921674825539,frozenset({'13:30:00 channel_9'})
194,0.01551921674825539,frozenset({'14:00:00 channel_10'})
195,0.014061035308821997,frozenset({'14:00:00 channel_2'})
196,0.020727007603374648,frozenset({'14:00:00 channel_4'})
197,0.020727007603374648,frozenset({'14:00:00 channel_5'})
198,0.020727007603374648,frozenset({'14:00:00 channel_6'})
199,0.01551921674825539,frozenset({'14:00:00 channel_8'})
200,0.01551921674825539,frozenset({'14:00:00 channel_9'})
201,0.015415060931153005,frozenset({'14:30:00 channel_10'})
202,0.013956879491719613,frozenset({'14:30:00 channel_2'})
203,0.020727007603374648,frozenset({'14:30:00 channel_4'})
204,0.020727007603374648,frozenset({'14:30:00 channel_5'})
205,0.020727007603374648,frozenset({'14:30:00 channel_6'})
206,0.01551921674825539,frozenset({'14:30:00 channel_8'})
207,0.01551921674825539,frozenset({'14:30:00 channel_9'})
208,0.015415060931153005,frozenset({'15:00:00 channel_10'})
209,0.014269346943026768,frozenset({'15:00:00 channel_2'})
210,0.020727007603374648,frozenset({'15:00:00 channel_4'})
211,0.020727007603374648,frozenset({'15:00:00 channel_5'})
212,0.020727007603374648,frozenset({'15:00:00 channel_6'})
213,0.01551921674825539,frozenset({'15:00:00 channel_8'})
214,0.01551921674825539,frozenset({'15:00:00 channel_9'})
215,0.01551921674825539,frozenset({'15:30:00 channel_10'})
216,0.014685970211436309,frozenset({'15:30:00 channel_2'})
217,0.020831163420477035,frozenset({'15:30:00 channel_4'})
218,0.020831163420477035,frozenset({'15:30:00 channel_5'})
219,0.020727007603374648,frozenset({'15:30:00 channel_6'})
220,0.01551921674825539,frozenset({'15:30:00 channel_8'})
221,0.015415060931153005,frozenset({'15:30:00 channel_9'})
222,0.01551921674825539,frozenset({'16:00:00 channel_10'})
223,0.014998437662743464,frozenset({'16:00:00 channel_2'})
224,0.012602853869388605,frozenset({'16:00:00 channel_3'})
225,0.02093531923757942,frozenset({'16:00:00 channel_4'})
226,0.02093531923757942,frozenset({'16:00:00 channel_5'})
227,0.02093531923757942,frozenset({'16:00:00 channel_6'})
228,0.015623372565357774,frozenset({'16:00:00 channel_8'})
229,0.01551921674825539,frozenset({'16:00:00 channel_9'})
230,0.01551921674825539,frozenset({'16:30:00 channel_10'})
231,0.015415060931153005,frozenset({'16:30:00 channel_2'})
232,0.012811165503593376,frozenset({'16:30:00 channel_3'})
233,0.02093531923757942,frozenset({'16:30:00 channel_4'})
234,0.02093531923757942,frozenset({'16:30:00 channel_5'})
235,0.02093531923757942,frozenset({'16:30:00 channel_6'})
236,0.015623372565357774,frozenset({'16:30:00 channel_8'})
237,0.01551921674825539,frozenset({'16:30:00 channel_9'})
238,0.01551921674825539,frozenset({'17:00:00 channel_10'})
239,0.012602853869388605,frozenset({'17:00:00 channel_12'})
240,0.012602853869388605,frozenset({'17:00:00 channel_13'})
241,0.012602853869388605,frozenset({'17:00:00 channel_14'})
242,0.012602853869388605,frozenset({'17:00:00 channel_17'})
243,0.012602853869388605,frozenset({'17:00:00 channel_18'})
244,0.01593584001666493,frozenset({'17:00:00 channel_2'})
245,0.013331944589105301,frozenset({'17:00:00 channel_3'})
246,0.02093531923757942,frozenset({'17:00:00 channel_4'})
247,0.02093531923757942,frozenset({'17:00:00 channel_5'})
248,0.02093531923757942,frozenset({'17:00:00 channel_6'})
249,0.015623372565357774,frozenset({'17:00:00 channel_8'})
250,0.015623372565357774,frozenset({'17:00:00 channel_9'})
251,0.015623372565357774,frozenset({'17:30:00 channel_10'})
252,0.012602853869388605,frozenset({'17:30:00 channel_12'})
253,0.012602853869388605,frozenset({'17:30:00 channel_13'})
254,0.012602853869388605,frozenset({'17:30:00 channel_14'})
255,0.012602853869388605,frozenset({'17:30:00 channel_17'})
256,0.012602853869388605,frozenset({'17:30:00 channel_18'})
257,0.016352463285074472,frozenset({'17:30:00 channel_2'})
258,0.01270700968649099,frozenset({'17:30:00 channel_3'})
259,0.02093531923757942,frozenset({'17:30:00 channel_4'})
260,0.02093531923757942,frozenset({'17:30:00 channel_5'})
261,0.02093531923757942,frozenset({'17:30:00 channel_6'})
262,0.015623372565357774,frozenset({'17:30:00 channel_8'})
263,0.01551921674825539,frozenset({'17:30:00 channel_9'})
264,0.01551921674825539,frozenset({'18:00:00 channel_10'})
265,0.016352463285074472,frozenset({'18:00:00 channel_2'})
266,0.013852723674617227,frozenset({'18:00:00 channel_3'})
267,0.020831163420477035,frozenset({'18:00:00 channel_4'})
268,0.020831163420477035,frozenset({'18:00:00 channel_5'})
269,0.020831163420477035,frozenset({'18:00:00 channel_6'})
270,0.01551921674825539,frozenset({'18:00:00 channel_8'})
271,0.01551921674825539,frozenset({'18:00:00 channel_9'})
272,0.01551921674825539,frozenset({'18:30:00 channel_10'})
273,0.016248307467972085,frozenset({'18:30:00 channel_2'})
274,0.013644412040412456,frozenset({'18:30:00 channel_3'})
275,0.020831163420477035,frozenset({'18:30:00 channel_4'})
276,0.020831163420477035,frozenset({'18:30:00 channel_5'})
277,0.020831163420477035,frozenset({'18:30:00 channel_6'})
278,0.01551921674825539,frozenset({'18:30:00 channel_8'})
279,0.01551921674825539,frozenset({'18:30:00 channel_9'})
280,0.01551921674825539,frozenset({'19:00:00 channel_10'})
281,0.016560774919279243,frozenset({'19:00:00 channel_2'})
282,0.014165191125924383,frozenset({'19:00:00 channel_3'})
283,0.020831163420477035,frozenset({'19:00:00 channel_4'})
284,0.020831163420477035,frozenset({'19:00:00 channel_5'})
285,0.020831163420477035,frozenset({'19:00:00 channel_6'})
286,0.01551921674825539,frozenset({'19:00:00 channel_8'})
287,0.01551921674825539,frozenset({'19:00:00 channel_9'})
288,0.01551921674825539,frozenset({'19:30:00 channel_10'})
289,0.017081554004791166,frozenset({'19:30:00 channel_2'})
290,0.014373502760129154,frozenset({'19:30:00 channel_3'})
291,0.020831163420477035,frozenset({'19:30:00 channel_4'})
292,0.020831163420477035,frozenset({'19:30:00 channel_5'})
293,0.020831163420477035,frozenset({'19:30:00 channel_6'})
294,0.01551921674825539,frozenset({'19:30:00 channel_8'})
295,0.01551921674825539,frozenset({'19:30:00 channel_9'})
296,0.01551921674825539,frozenset({'20:00:00 channel_10'})
297,0.017289865638995938,frozenset({'20:00:00 channel_2'})
298,0.014477658577231538,frozenset({'20:00:00 channel_3'})
299,0.020831163420477035,frozenset({'20:00:00 channel_4'})
300,0.020831163420477035,frozenset({'20:00:00 channel_5'})
301,0.020831163420477035,frozenset({'20:00:00 channel_6'})
302,0.01551921674825539,frozenset({'20:00:00 channel_8'})
303,0.01551921674825539,frozenset({'20:00:00 channel_9'})
304,0.01551921674825539,frozenset({'20:30:00 channel_10'})
305,0.017602333090303093,frozenset({'20:30:00 channel_2'})
306,0.014894281845641079,frozenset({'20:30:00 channel_3'})
307,0.02093531923757942,frozenset({'20:30:00 channel_4'})
308,0.02093531923757942,frozenset({'20:30:00 channel_5'})
309,0.02093531923757942,frozenset({'20:30:00 channel_6'})
310,0.01551921674825539,frozenset({'20:30:00 channel_8'})
311,0.01551921674825539,frozenset({'20:30:00 channel_9'})
312,0.015623372565357774,frozenset({'21:00:00 channel_10'})
313,0.012602853869388605,frozenset({'21:00:00 channel_14'})
314,0.012602853869388605,frozenset({'21:00:00 channel_18'})
315,0.017602333090303093,frozenset({'21:00:00 channel_2'})
316,0.01510259347984585,frozenset({'21:00:00 channel_3'})
317,0.021039475054681803,frozenset({'21:00:00 channel_4'})
318,0.021039475054681803,frozenset({'21:00:00 channel_5'})
319,0.021039475054681803,frozenset({'21:00:00 channel_6'})
320,0.015623372565357774,frozenset({'21:00:00 channel_8'})
321,0.01551921674825539,frozenset({'21:00:00 channel_9'})
322,0.015727528382460162,frozenset({'21:30:00 channel_10'})
323,0.012602853869388605,frozenset({'21:30:00 channel_12'})
324,0.012602853869388605,frozenset({'21:30:00 channel_13'})
325,0.012602853869388605,frozenset({'21:30:00 channel_14'})
326,0.012602853869388605,frozenset({'21:30:00 channel_17'})
327,0.012602853869388605,frozenset({'21:30:00 channel_18'})
328,0.017289865638995938,frozenset({'21:30:00 channel_2'})
329,0.014477658577231538,frozenset({'21:30:00 channel_3'})
330,0.021039475054681803,frozenset({'21:30:00 channel_4'})
331,0.021039475054681803,frozenset({'21:30:00 channel_5'})
332,0.021039475054681803,frozenset({'21:30:00 channel_6'})
333,0.015727528382460162,frozenset({'21:30:00 channel_8'})
334,0.015623372565357774,frozenset({'21:30:00 channel_9'})
335,0.015623372565357774,frozenset({'22:00:00 channel_10'})
336,0.016248307467972085,frozenset({'22:00:00 channel_2'})
337,0.013227788772002917,frozenset({'22:00:00 channel_3'})
338,0.02093531923757942,frozenset({'22:00:00 channel_4'})
339,0.02093531923757942,frozenset({'22:00:00 channel_5'})
340,0.02093531923757942,frozenset({'22:00:00 channel_6'})
341,0.01551921674825539,frozenset({'22:00:00 channel_8'})
342,0.015415060931153005,frozenset({'22:00:00 channel_9'})
343,0.01551921674825539,frozenset({'22:30:00 channel_10'})
344,0.013644412040412456,frozenset({'22:30:00 channel_2'})
345,0.020831163420477035,frozenset({'22:30:00 channel_4'})
346,0.020831163420477035,frozenset({'22:30:00 channel_5'})
347,0.020831163420477035,frozenset({'22:30:00 channel_6'})
348,0.01551921674825539,frozenset({'22:30:00 channel_8'})
349,0.015415060931153005,frozenset({'22:30:00 channel_9'})
350,0.01551921674825539,frozenset({'23:00:00 channel_10'})
351,0.020831163420477035,frozenset({'23:00:00 channel_4'})
352,0.020831163420477035,frozenset({'23:00:00 channel_5'})
353,0.020831163420477035,frozenset({'23:00:00 channel_6'})
354,0.01551921674825539,frozenset({'23:00:00 channel_8'})
355,0.015415060931153005,frozenset({'23:00:00 channel_9'})
356,0.01551921674825539,frozenset({'23:30:00 channel_10'})
357,0.020831163420477035,frozenset({'23:30:00 channel_4'})
358,0.020831163420477035,frozenset({'23:30:00 channel_5'})
359,0.020831163420477035,frozenset({'23:30:00 channel_6'})
360,0.01551921674825539,frozenset({'23:30:00 channel_8'})
361,0.015415060931153005,frozenset({'23:30:00 channel_9'})
362,0.01551921674825539,"frozenset({'00:00:00 channel_4', '00:00:00 channel_10'})"
363,0.01551921674825539,"frozenset({'00:00:00 channel_10', '00:00:00 channel_5'})"
364,0.01551921674825539,"frozenset({'00:00:00 channel_10', '00:00:00 channel_6'})"
365,0.01551921674825539,"frozenset({'00:00:00 channel_10', '00:00:00 channel_8'})"
366,0.01551921674825539,"frozenset({'00:00:00 channel_9', '00:00:00 channel_10'})"
367,0.020831163420477035,"frozenset({'00:00:00 channel_4', '00:00:00 channel_5'})"
368,0.020831163420477035,"frozenset({'00:00:00 channel_4', '00:00:00 channel_6'})"
369,0.01551921674825539,"frozenset({'00:00:00 channel_4', '00:00:00 channel_8'})"
370,0.01551921674825539,"frozenset({'00:00:00 channel_9', '00:00:00 channel_4'})"
371,0.020831163420477035,"frozenset({'00:00:00 channel_6', '00:00:00 channel_5'})"
372,0.01551921674825539,"frozenset({'00:00:00 channel_8', '00:00:00 channel_5'})"
373,0.01551921674825539,"frozenset({'00:00:00 channel_9', '00:00:00 channel_5'})"
374,0.01551921674825539,"frozenset({'00:00:00 channel_6', '00:00:00 channel_8'})"
375,0.01551921674825539,"frozenset({'00:00:00 channel_9', '00:00:00 channel_6'})"
376,0.01551921674825539,"frozenset({'00:00:00 channel_9', '00:00:00 channel_8'})"
377,0.01551921674825539,"frozenset({'00:30:00 channel_10', '00:30:00 channel_4'})"
378,0.01551921674825539,"frozenset({'00:30:00 channel_10', '00:30:00 channel_5'})"
379,0.01551921674825539,"frozenset({'00:30:00 channel_10', '00:30:00 channel_6'})"
380,0.01551921674825539,"frozenset({'00:30:00 channel_10', '00:30:00 channel_8'})"
381,0.015415060931153005,"frozenset({'00:30:00 channel_10', '00:30:00 channel_9'})"
382,0.020831163420477035,"frozenset({'00:30:00 channel_4', '00:30:00 channel_5'})"
383,0.020831163420477035,"frozenset({'00:30:00 channel_4', '00:30:00 channel_6'})"
384,0.01551921674825539,"frozenset({'00:30:00 channel_8', '00:30:00 channel_4'})"
385,0.015415060931153005,"frozenset({'00:30:00 channel_4', '00:30:00 channel_9'})"
386,0.020831163420477035,"frozenset({'00:30:00 channel_6', '00:30:00 channel_5'})"
387,0.01551921674825539,"frozenset({'00:30:00 channel_8', '00:30:00 channel_5'})"
388,0.015415060931153005,"frozenset({'00:30:00 channel_9', '00:30:00 channel_5'})"
389,0.01551921674825539,"frozenset({'00:30:00 channel_8', '00:30:00 channel_6'})"
390,0.015415060931153005,"frozenset({'00:30:00 channel_6', '00:30:00 channel_9'})"
391,0.015415060931153005,"frozenset({'00:30:00 channel_8', '00:30:00 channel_9'})"
392,0.01551921674825539,"frozenset({'01:00:00 channel_4', '01:00:00 channel_10'})"
393,0.01551921674825539,"frozenset({'01:00:00 channel_5', '01:00:00 channel_10'})"
394,0.01551921674825539,"frozenset({'01:00:00 channel_6', '01:00:00 channel_10'})"
395,0.01551921674825539,"frozenset({'01:00:00 channel_8', '01:00:00 channel_10'})"
396,0.015415060931153005,"frozenset({'01:00:00 channel_9', '01:00:00 channel_10'})"
397,0.020831163420477035,"frozenset({'01:00:00 channel_5', '01:00:00 channel_4'})"
398,0.020831163420477035,"frozenset({'01:00:00 channel_6', '01:00:00 channel_4'})"
399,0.01551921674825539,"frozenset({'01:00:00 channel_8', '01:00:00 channel_4'})"
400,0.015415060931153005,"frozenset({'01:00:00 channel_9', '01:00:00 channel_4'})"
401,0.020831163420477035,"frozenset({'01:00:00 channel_5', '01:00:00 channel_6'})"
402,0.01551921674825539,"frozenset({'01:00:00 channel_5', '01:00:00 channel_8'})"
403,0.015415060931153005,"frozenset({'01:00:00 channel_5', '01:00:00 channel_9'})"
404,0.01551921674825539,"frozenset({'01:00:00 channel_6', '01:00:00 channel_8'})"
405,0.015415060931153005,"frozenset({'01:00:00 channel_6', '01:00:00 channel_9'})"
406,0.015415060931153005,"frozenset({'01:00:00 channel_8', '01:00:00 channel_9'})"
407,0.01551921674825539,"frozenset({'01:30:00 channel_4', '01:30:00 channel_10'})"
408,0.01551921674825539,"frozenset({'01:30:00 channel_10', '01:30:00 channel_5'})"
409,0.01551921674825539,"frozenset({'01:30:00 channel_10', '01:30:00 channel_6'})"
410,0.01551921674825539,"frozenset({'01:30:00 channel_10', '01:30:00 channel_8'})"
411,0.015415060931153005,"frozenset({'01:30:00 channel_10', '01:30:00 channel_9'})"
412,0.020831163420477035,"frozenset({'01:30:00 channel_4', '01:30:00 channel_5'})"
413,0.020831163420477035,"frozenset({'01:30:00 channel_4', '01:30:00 channel_6'})"
414,0.01551921674825539,"frozenset({'01:30:00 channel_4', '01:30:00 channel_8'})"
415,0.015415060931153005,"frozenset({'01:30:00 channel_4', '01:30:00 channel_9'})"
416,0.020831163420477035,"frozenset({'01:30:00 channel_5', '01:30:00 channel_6'})"
417,0.01551921674825539,"frozenset({'01:30:00 channel_8', '01:30:00 channel_5'})"
418,0.015415060931153005,"frozenset({'01:30:00 channel_9', '01:30:00 channel_5'})"
419,0.01551921674825539,"frozenset({'01:30:00 channel_8', '01:30:00 channel_6'})"
420,0.015415060931153005,"frozenset({'01:30:00 channel_9', '01:30:00 channel_6'})"
421,0.015415060931153005,"frozenset({'01:30:00 channel_9', '01:30:00 channel_8'})"
422,0.015415060931153005,"frozenset({'02:00:00 channel_4', '02:00:00 channel_10'})"
423,0.015415060931153005,"frozenset({'02:00:00 channel_5', '02:00:00 channel_10'})"
424,0.015415060931153005,"frozenset({'02:00:00 channel_6', '02:00:00 channel_10'})"
425,0.015415060931153005,"frozenset({'02:00:00 channel_8', '02:00:00 channel_10'})"
426,0.01531090511405062,"frozenset({'02:00:00 channel_9', '02:00:00 channel_10'})"
427,0.020831163420477035,"frozenset({'02:00:00 channel_4', '02:00:00 channel_5'})"
428,0.020831163420477035,"frozenset({'02:00:00 channel_4', '02:00:00 channel_6'})"
429,0.01551921674825539,"frozenset({'02:00:00 channel_8', '02:00:00 channel_4'})"
430,0.015415060931153005,"frozenset({'02:00:00 channel_9', '02:00:00 channel_4'})"
431,0.020831163420477035,"frozenset({'02:00:00 channel_5', '02:00:00 channel_6'})"
432,0.01551921674825539,"frozenset({'02:00:00 channel_8', '02:00:00 channel_5'})"
