,Time,Recommendations
30,15:00:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem,Running Machine"
31,15:30:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem,Running Machine"
32,16:00:00,"Kettle,Laptop2,Monitor,Speakers,Laptop,Router,Fridge,Server,Server_hdd,Modem,Running Machine,Rice Cooker,Cooker"
33,16:30:00,"Kettle,Laptop2,Laptop,Monitor,Speakers,Fridge,Router,Server,Server_hdd,Cooker,Modem,Rice Cooker,Running Machine,Microwave"
34,17:00:00,"Kettle,Laptop2,Laptop,Monitor,Speakers,Router,Fridge,Server,Cooker,Server_hdd,Modem,Rice Cooker,Microwave"
35,17:30:00,"Kettle,Laptop2,Monitor,Laptop,Speakers,Router,Fridge,Server,Server_hdd,Cooker,Modem,Microwave,Toaster,Dish Washer"
36,18:00:00,"Kettle,Laptop2,Laptop,Monitor,Speakers,Router,Fridge,Server,Server_hdd,Modem,Cooker,Microwave,Dish Washer,Toaster"
37,18:30:00,"Kettle,Laptop,Laptop2,Monitor,Speakers,Router,Fridge,Server,Dish Washer,Server_hdd,Modem"
38,19:00:00,"Kettle,Laptop,Laptop2,Speakers,Monitor,Router,Dish Washer,Fridge,Server,Server_hdd,Modem"
39,19:30:00,"Kettle,Laptop,Speakers,Monitor,Laptop2,Fridge,Router,Dish Washer,Server,Server_hdd,Modem"
40,20:00:00,"Kettle,Laptop,Speakers,Monitor,Laptop2,Router,Fridge,Server,Server_hdd,Modem,Dish Washer"
41,20:30:00,"Kettle,Laptop,Speakers,Laptop2,Monitor,Fridge,Router,Server,Server_hdd,Modem,Dish Washer"
42,21:00:00,"Kettle,Laptop,Laptop2,Speakers,Monitor,Router,Fridge,Server,Server_hdd,Modem,Dish Washer"
43,21:30:00,"Kettle,Laptop2,Laptop,Speakers,Monitor,Router,Fridge,Server,Server_hdd,Modem,Dish Washer"
44,22:00:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Router,Fridge,Server,Server_hdd,Modem,Dish Washer"
45,22:30:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Router,Fridge,Server,Server_hdd,Modem"
46,23:00:00,"Kettle,Speakers,Laptop2,Monitor,Laptop,Router,Fridge,Server,Server_hdd,Modem"
47,23:30:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Laptop,Router,Server,Server_hdd,Modem"
