,Time,Recommendations
18,9:00:00,"Kettle,Speakers,Monitor,Laptop2,Laptop,Fridge,Router,Server,Server_hdd,Modem"
19,9:30:00,"Kettle,Speakers,Laptop2,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem"
20,10:00:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem"
21,10:30:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem,Microwave"
22,11:00:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem,Microwave"
23,11:30:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem,Microwave"
24,12:00:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Router,Fridge,Server,Server_hdd,Modem"
25,12:30:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem,Microwave"
26,13:00:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem"
27,13:30:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Router,Fridge,Server,Server_hdd,Modem"
28,14:00:00,"Kettle,Laptop2,Monitor,Speakers,Laptop,Router,Fridge,Server,Server_hdd,Modem"
29,14:30:00,"Kettle,Laptop2,Monitor,Speakers,Laptop,Fridge,Router,Server,Server_hdd,Modem"
30,15:00:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem"
31,15:30:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Fridge,Router,Server,Server_hdd,Modem"
32,16:00:00,"Kettle,Laptop2,Monitor,Speakers,Laptop,Router,Fridge,Server,Server_hdd,Modem,Rice Cooker,Running Machine"
33,16:30:00,"Kettle,Laptop2,Laptop,Monitor,Speakers,Fridge,Router,Server,Server_hdd,cooker,Modem,Rice Cooker"
34,17:00:00,"Kettle,Laptop2,Laptop,Monitor,Speakers,Router,Fridge,Server,cooker,Server_hdd,Modem,Rice Cooker"
35,17:30:00,"Kettle,Laptop2,Monitor,Laptop,Speakers,Router,Fridge,Server,Server_hdd,cooker,Modem,Microwave"
36,18:00:00,"Kettle,Laptop2,Laptop,Monitor,Speakers,Router,Fridge,Server,Server_hdd,Modem,cooker,Microwave"
37,18:30:00,"Kettle,Laptop,Laptop2,Monitor,Speakers,Router,Fridge,Server,dish_washer,Server_hdd,Modem"
38,19:00:00,"Kettle,Laptop,Laptop2,Speakers,Monitor,Router,dish_washer,Fridge,Server,Server_hdd,Modem"
39,19:30:00,"Kettle,Laptop,Speakers,Monitor,Laptop2,Fridge,Router,dish_washer,Server,Server_hdd,Modem"
40,20:00:00,"Kettle,Laptop,Speakers,Monitor,Laptop2,Router,Fridge,Server,Server_hdd,Modem,dish_washer"
41,20:30:00,"Kettle,Laptop,Speakers,Laptop2,Monitor,Fridge,Router,Server,Server_hdd,Modem"
42,21:00:00,"Kettle,Laptop,Laptop2,Speakers,Monitor,Router,Fridge,Server,Server_hdd,Modem"
43,21:30:00,"Kettle,Laptop2,Laptop,Speakers,Monitor,Router,Fridge,Server,Server_hdd,Modem"
44,22:00:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Router,Fridge,Server,Server_hdd,Modem"
45,22:30:00,"Kettle,Laptop2,Speakers,Monitor,Laptop,Router,Fridge,Server,Server_hdd,Modem"
46,23:00:00,"Kettle,Speakers,Laptop2,Monitor,Laptop,Router,Fridge,Server,Server_hdd,Modem"
47,23:30:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Laptop,Router,Server,Server_hdd,Modem"
